"","x"
"254",0.391817001160234
"255",0.549611886497587
"256",0.303962668636814
"257",0.563947953749448
"258",0.0309714702889323
"259",0.726560563780367
"260",0.222725077997893
"261",0.508221125928685
"262",0.354804502800107
"263",0.897787554655224
"264",0.209426761604846
"265",0.736087341560051
"266",0.966662913095206
"267",0.993199382908642
"268",0.373365925159305
"269",0.704030788503587
"270",0.509837588528171
"271",0.490926582366228
"272",0.490126633783802
"273",0.83389208978042
"274",0.598876138450578
"275",0.945310631766915
"276",0.880928195547312
"277",0.29555742116645
"278",0.790018920321018
"279",0.472492581931874
"280",0.155573804164305
"281",0.155730297556147
"282",0.983054982032627
"283",0.600599071709439
"284",0.662294236477464
"285",0.318514530546963
"286",0.203305898467079
"287",0.212404591031373
"288",0.549966300372034
"289",0.647613361245021
"290",0.512050157878548
"291",0.812045111786574
"292",0.195226345676929
"293",0.22971109347418
"294",0.60725197638385
"295",0.903762822737917
"296",0.631375999422744
"297",0.448807551991194
"298",0.271373568102717
"299",0.205557609442621
"300",0.590772906783968
"301",0.472345321439207
"302",0.245843664044514
"303",0.765933028655127
"304",0.14625200862065
"305",0.628224949352443
"306",0.800680844811723
"307",0.763086196733639
"308",0.950801228871569
"309",0.783256040886045
"310",0.742442747345194
"311",0.374594339169562
"312",0.234295077854767
"313",0.76441269274801
"314",0.435949650825933
"315",0.991606590803713
"316",0.168712762184441
"317",0.760329248616472
"318",0.660442484309897
"319",0.33846826502122
"320",0.90925006987527
"321",0.983428156934679
"322",0.320726732490584
"323",0.728233282687142
"324",0.487222327385098
"325",0.457527972524986
"326",0.605143816908821
"327",0.633183839963749
"328",0.87140563223511
"329",0.318178697256371
"330",0.511812642915174
"331",0.439147859346122
"332",0.656461264938116
"333",0.377730379812419
"334",0.170123585266992
"335",0.900127991102636
"336",0.730298083275557
"337",0.469657405512407
"338",0.83572367625311
"339",0.261482073226944
"340",0.910987766925246
"341",0.176711558829993
"342",0.146811393089592
"343",0.327922612195835
"344",0.511365921935067
"345",0.861759214894846
"346",0.608156937174499
"347",0.64740351983346
"348",0.555749463383108
"349",0.882592912763357
"350",0.567300260299817
"351",0.0646843751892447
"352",0.882776461075991
"353",0.108761657495052
"354",0.477648118278012
"355",0.456605099607259
"356",0.0127648562192917
"357",0.534436987014487
"358",0.795867011416703
"359",0.710325086954981
"360",0.245160896796733
"361",0.259048713138327
"362",0.693543571047485
"363",0.812610376393422
"364",0.454329314408824
"365",0.453832307830453
"366",0.380226612789556
"367",0.149418852990493
"368",0.63505811826326
"369",0.0249701759312302
"370",0.331076169153675
"371",0.234126114519313
"372",0.441860080929473
"373",0.322530983714387
"374",0.17680779681541
"375",0.526728607714176
"376",0.56860325159505
"377",0.292906910646707
"378",0.404773871181533
"379",0.00705131748691201
"380",0.183827012544498
"381",0.439160587964579
"382",0.941694929730147
"383",0.973006634041667
"384",0.428774469299242
"385",0.15124934958294
"386",0.784596978919581
"387",0.392147262115031
"388",0.776088972575963
"389",0.797260615509003
"390",0.745523791061714
"391",0.976871199673042
"392",0.733691066969186
"393",0.706560167483985
"394",0.503948605619371
"395",0.737015946768224
"396",0.263793678022921
"397",0.957803515018895
"398",0.00752777582965791
"399",0.728465663036332
"400",0.888214023085311
"401",0.54497159877792
"402",0.931669661775231
"403",0.948949981946498
"404",0.845737361581996
"405",0.57714081928134
"406",0.879034174839035
"407",0.785231857793406
"408",0.09368831734173
"409",0.238880101125687
"410",0.0911032701842487
"411",0.657562904525548
"412",0.345212268410251
"413",0.651983623625711
"414",0.642654546536505
"415",0.774483270477504
"416",0.71967260283418
"417",0.90138274920173
"418",0.979546848218888
"419",0.0807240372523665
"420",0.336370544042438
"421",0.770482571329921
"422",0.744258027523756
"423",0.0876064780168235
"424",0.131819525500759
"425",0.602304711705074
"426",0.892844089539722
"427",0.439834080869332
"428",0.320998060051352
"429",0.408062128117308
"430",0.0174174681305885
"431",0.636769113130867
"432",0.14973948453553
"433",0.877595969010144
"434",0.95888806018047
"435",0.318847861373797
"436",0.677519253455102
"437",0.168674926972017
"438",0.337736173300073
"439",0.918033997761086
"440",0.483029500348493
"441",0.473201437853277
"442",0.0390349715016782
"443",0.203713978175074
"444",0.906992670614272
"445",0.652705303393304
"446",0.813619586871937
"447",0.402393948053941
"448",0.898850280093029
"449",0.0949987983331084
"450",0.123914501396939
"451",0.685019565047696
"452",0.939001607242972
"453",0.0858567687682807
"454",0.649982032831758
"455",0.881921032676473
"456",0.213665021350607
"457",0.33025636523962
"458",0.234956683591008
"459",0.472701364895329
"460",0.820566368987784
"461",0.493655242724344
"462",0.573813610943034
"463",0.578144887695089
"464",0.69016261654906
"465",0.156464913394302
"466",0.123515697894618
"467",0.24794087302871
"468",0.402080064173788
"469",0.658716262085363
"470",0.633411231916398
"471",0.986631581792608
"472",0.552901134360582
"473",0.766270959982648
"474",0.305075344396755
"475",0.97464657551609
"476",0.573375191772357
"477",0.217147298855707
"478",0.345553577877581
"479",0.594740681583062
"480",0.470775128109381
"481",0.798133278265595
"482",0.463712379336357
"483",0.692845278186724
"484",0.085084697464481
"485",0.898415766889229
"486",0.231293409597129
"487",0.306135881925002
"488",0.0956878266297281
"489",0.483354375464842
"490",0.285997917409986
"491",0.602123244665563
"492",0.148750928230584
"493",0.464139268035069
"494",0.382226297166198
"495",0.130318111972883
"496",0.6739602368325
"497",0.438097359845415
"498",0.910762791754678
"499",0.737726822728291
"500",0.536317370831966
"501",0.347195805050433
"502",0.941979613155127
"503",0.112445445731282
"504",0.471634692046791
"505",0.306806227192283
"506",0.591056427918375
"507",0.161473458865657
"508",0.774051867425442
"509",0.414301170734689
"510",0.190613265382126
"511",0.914991969475523
"512",0.791397029301152
"513",0.722491810563952
"514",0.142075720475987
"515",0.623862677952275
"516",0.654383782763034
"517",0.0591764813289046
"518",0.264675772283226
"519",0.714280297979712
"520",0.300341524649411
"521",0.644651766167954
"522",0.458315072348341
"523",0.157410580897704
"524",0.595540167530999
"525",0.0218029289972037
"526",0.16501818341203
"527",0.530345683684573
"528",0.794149225810543
"529",0.826963646803051
"530",0.493172145914286
"531",0.645917691057548
"532",0.6889718901366
"533",0.738606738857925
"534",0.00639191223308444
"535",0.464705140329897
"536",0.507574689108878
"537",0.562054600333795
"538",0.854366103652865
"539",0.774348817998543
"540",0.0531262445729226
"541",0.889706771820784
"542",0.698842393932864
"543",0.660500974627212
"544",0.939122889656574
"545",0.560056931804866
"546",0.140499474015087
"547",0.738197159254923
"548",0.587177008157596
"549",0.976615775143728
"550",0.456815741723403
"551",0.857572354841977
"552",0.41543307248503
"553",0.565173988929018
"554",0.427357478067279
"555",0.119230822427198
"556",0.572340309154242
"557",0.598999586189166
"558",0.48010003240779
"559",0.0753179313614964
"560",0.698293945984915
"561",0.891071086982265
"562",0.44414700078778
"563",0.949039943749085
"564",0.87788322288543
"565",0.759709961945191
"566",0.819439126644284
"567",0.121453950414434
"568",0.647207279922441
"569",0.301832888042554
"570",0.155062982114032
"571",0.806609621504322
"572",0.674249378498644
"573",0.281459498219192
"574",0.583273047814146
"575",0.703579678200185
"576",0.0640635208692402
"577",0.565281502436846
"578",0.85831755422987
"579",0.785892162006348
"580",0.289973101112992
"581",0.544090642593801
"582",0.683956244727597
"583",0.408822817495093
"584",0.832255424000323
"585",0.73697234573774
"586",0.916325148427859
"587",0.764130725990981
"588",0.920552291674539
"589",0.523741240380332
"590",0.0757178664207458
"591",0.795253816759214
"592",0.375516962027177
"593",0.756338400533423
"594",0.995876702480018
"595",0.851457239128649
"596",0.846327001228929
"597",0.115255021955818
"598",0.297449256759137
"599",0.112181601813063
"600",0.775957565754652
"601",0.527349589159712
"602",0.559077657060698
"603",0.874533639056608
"604",0.885801509721205
"605",0.363541031256318
"606",0.225862369174138
"607",0.231475426116958
"608",0.249749796465039
"609",0.0112809857819229
"610",0.951599886640906
"611",0.712315698154271
"612",0.891732120187953
"613",0.932904329383746
"614",0.601571126375347
"615",0.820637091994286
"616",0.471680216258392
"617",0.295818980084732
"618",0.769776525674388
"619",0.29542977293022
"620",0.0555928465910256
"621",0.888512022560462
"622",0.65913690184243
"623",0.0705768154002726
"624",0.175387684255838
"625",0.765076412586495
"626",0.334212993271649
"627",0.802840984426439
"628",0.453117805998772
"629",0.201037732185796
"630",0.160663212416694
"631",0.821166320703924
"632",0.844602321041748
"633",0.237385482061654
"634",0.00470472942106426
"635",0.0206090225838125
"636",0.654094553086907
"637",0.0811491224449128
"638",0.200559273129329
"639",0.606364561244845
"640",0.541931861545891
"641",0.515459288144484
"642",0.564020854188129
"643",0.971623648889363
"644",0.105584242148325
"645",0.88376939878799
"646",0.85845398157835
"647",0.727253658231348
"648",0.0186939309351146
"649",0.819768449990079
"650",0.460735977161676
"651",0.0141501426696777
"652",0.676130262203515
"653",0.368848640937358
"654",0.765277417376637
"655",0.560701813548803
"656",0.578718109987676
"657",0.69794466951862
"658",0.640846365597099
"659",0.425200054422021
"660",0.340319398557767
"661",0.637417448451743
"662",0.290951019851491
"663",0.0112778670154512
"664",0.0718999998643994
"665",0.845615880098194
"666",0.345435666618869
"667",0.726825064979494
"668",0.91285981121473
"669",0.409064896637574
"670",0.210777759784833
"671",0.838958826148883
"672",0.465214253403246
"673",0.458457306958735
"674",0.439100646181032
"675",0.819728578673676
"676",0.452261134982109
"677",0.945904305204749
"678",0.406165535794571
"679",0.711047405609861
"680",0.508714593481272
"681",0.0522146355360746
"682",0.809586498187855
"683",0.536607371177524
"684",0.376198911573738
"685",0.357414307771251
"686",0.343040368054062
"687",0.279814827255905
"688",0.385103061096743
"689",0.888344875304028
"690",0.113369170110673
"691",0.365965738426894
"692",0.89168416406028
"693",0.228711823001504
"694",0.422612105729058
"695",0.480573159176856
"696",0.985447893152013
"697",0.819365734932944
"698",0.650214932393283
"699",0.375225367955863
"700",0.838986809132621
"701",0.142662485828623
"702",0.229638032615185
"703",0.932826349278912
"704",0.94646620308049
"705",0.869671156397089
"706",0.824266246287152
"707",0.0612927959300578
"708",0.502650234848261
"709",0.313419409096241
"710",0.473541042534634
"711",0.273673619143665
"712",0.612585770431906
"713",0.300887360237539
"714",0.012267570476979
"715",0.156130662653595
"716",0.156336227431893
"717",0.677508999826387
"718",0.599415899952874
"719",0.149376769084483
"720",0.210289960028604
"721",0.0146211364772171
"722",0.881002345355228
"723",0.960500434972346
"724",0.02948266454041
"725",0.992204929934815
"726",0.230793999508023
"727",0.728499269811437
"728",0.184550550766289
"729",0.01132637495175
"730",0.139329821104184
"731",0.56426899577491
"732",0.0615463845897466
"733",0.228711460717022
"734",0.557359886355698
"735",0.612140032928437
"736",0.903406830271706
"737",0.571607297519222
"738",0.426963922567666
"739",0.476559187285602
"740",0.0495424866676331
"741",0.920906713232398
"742",0.391455026809126
"743",0.994832971133292
"744",0.992646672995761
"745",0.288033958524466
"746",0.224582403898239
"747",0.0220500694122165
"748",0.66613006265834
"749",0.326650948263705
"750",0.515451214741915
"751",0.923603606643155
"752",0.155948535073549
"753",0.14856526022777
"754",0.776112289400771
"755",0.141822235193104
"756",0.265584484906867
"757",0.300486222840846
"758",0.817562719108537
"759",0.00376463867723942
"760",0.218317816965282
"761",0.643886596197262
"762",0.114188783802092
"763",0.146892244229093
"764",0.73292661132291
"765",0.905216273153201
"766",0.276047340128571
"767",0.479835320962593
"768",0.786195605294779
"769",0.342429929645732
"770",0.258509046165273
"771",0.281449257861823
"772",0.313714061398059
"773",0.633527253987268
"774",0.918119414243847
"775",0.514716178411618
"776",0.771941831102595
"777",0.677821460878477
"778",0.74219541833736
"779",0.653611218556762
"780",0.35215507610701
"781",0.772061877418309
"782",0.930882345419377
"783",0.529679578030482
"784",0.673491162946448
"785",0.471309838118032
"786",0.893848889973015
"787",0.634795068996027
"788",0.991504502715543
"789",0.048182264668867
"790",0.670890297042206
"791",0.17057977616787
"792",0.148405438987538
"793",0.535891247214749
"794",0.201200592564419
"795",0.738784614019096
"796",0.720136197749525
"797",0.127067695604637
"798",0.446128030540422
"799",0.445627839770168
"800",0.167707317275926
"801",0.68854370736517
"802",0.158698575338349
"803",0.447997802868485
"804",0.451706190127879
"805",0.611612738342956
"806",0.204683609539643
"807",0.506448280066252
"808",0.695208866149187
"809",0.632108164252713
"810",0.512570708524436
"811",0.195288102375343
"812",0.571049250196666
"813",0.467946746852249
"814",0.11635397397913
"815",0.992904434679076
"816",0.324716781731695
"817",0.489101101877168
"818",0.960174180800095
"819",0.0153534593991935
"820",0.922782211797312
"821",0.091107823420316
"822",0.330217087175697
"823",0.184651294024661
"824",0.809060903266072
"825",0.0886380996089429
"826",0.860352984629571
"827",0.384715168969706
"828",0.282366799656302
"829",0.466754945693538
"830",0.593966702697799
"831",0.500558458268642
"832",0.0200515885371715
"833",0.00783975492231548
"834",0.671975382836536
"835",0.0676844650879502
"836",0.162110421340913
"837",0.346027304185554
"838",0.917595590697601
"839",0.0606368635781109
"840",0.12040322041139
"841",0.441251121228561
"842",0.729995822999626
"843",0.182356276316568
"844",0.835381915792823
"845",0.963573573622853
"846",0.629302993416786
"847",0.734560222597793
"848",0.0897310189902782
"849",0.811589126475155
"850",0.0844087321311235
"851",0.414553335867822
"852",0.946270916843787
"853",0.417948277899995
"854",0.356984642567113
"855",0.393682403489947
"856",0.309436128474772
"857",0.343074984615669
"858",0.788267931435257
"859",0.531581704271957
"860",0.0260918561834842
"861",0.112915572244674
"862",0.208910085493699
"863",0.457909116288647
"864",0.0884595804382116
"865",0.0205830223858356
"866",0.12690008780919
"867",0.64540404942818
"868",0.548058647429571
"869",0.031802341574803
"870",0.276219972642139
"871",0.881504552904516
"872",0.143595429137349
"873",0.459374935831875
"874",0.193277360172942
"875",0.336883531883359
"876",0.322870987234637
"877",0.727607853012159
"878",0.912217405159026
"879",0.481966075953096
"880",0.731588141992688
"881",0.251355819171295
"882",0.59860728145577
"883",0.419745422434062
"884",0.455496933311224
"885",0.661648706300184
"886",0.270513409981504
"887",0.750593064585701
"888",0.508983137086034
"889",0.17480104835704
"890",0.0794892371632159
"891",0.00695958291180432
"892",0.820621720748022
"893",0.865840616635978
"894",0.156681599793956
"895",0.764601360308006
"896",0.621164126787335
"897",0.00873918668366969
"898",0.456769127398729
"899",0.414228124078363
"900",0.0767461559735239
"901",0.736073204549029
"902",0.429568407591432
"903",0.828983568586409
"904",0.296788349514827
"905",0.168816404417157
"906",0.0316560831852257
"907",0.0292904553934932
"908",0.495124559151009
"909",0.736704127397388
"910",0.798402167391032
"911",0.80896203732118
"912",0.00284270104020834
"913",0.943532655481249
"914",0.799463476287201
"915",0.631870246957988
"916",0.490382740972564
"917",0.202223098138347
"918",0.455640663625672
"919",0.318556075682864
"920",0.851577744120732
"921",0.614266921533272
"922",0.91161963599734
"923",0.45481482706964
"924",0.163124650949612
"925",0.585323679028079
"926",0.621990303741768
"927",0.131583069218323
"928",0.786260658875108
"929",0.418484848225489
"930",0.534267797600478
"931",0.21123122330755
"932",0.17121828882955
"933",0.704332061344758
"934",0.568316364428028
"935",0.8965991709847
"936",0.766935552237555
"937",0.248367499560118
"938",0.425471936585382
"939",0.0361942618619651
"940",0.33501333463937
"941",0.758858624380082
"942",0.0454848709050566
"943",0.397341444855556
"944",0.369674270739779
"945",0.646369552705437
"946",0.0445907264947891
"947",0.934167929692194
"948",0.630542809376493
"949",0.473771857796237
"950",0.0703511498868465
"951",0.920311965979636
"952",0.407714083790779
"953",0.46072324947454
"954",0.220305466558784
"955",0.581230772892013
"956",0.0842731962911785
"957",0.350623857695609
"958",0.424522412708029
"959",0.152450666530058
"960",0.327894366113469
"961",0.627066409215331
"962",0.00388175947591662
"963",0.11779251601547
"964",0.946462888037786
"965",0.2269987242762
"966",0.116279952926561
"967",0.0429628961719573
"968",0.468059715116397
"969",0.979804002214223
"970",0.408474925206974
"971",0.714194875909016
"972",0.813919145148247
"973",0.681852538604289
"974",0.191525213420391
"975",0.073671429650858
"976",0.257937966613099
"977",0.0158756813034415
"978",0.59294044948183
"979",0.558221936458722
"980",0.708955322159454
"981",0.303946748841554
"982",0.212046565487981
"983",0.0169081906788051
"984",0.825132036814466
"985",0.511213803431019
"986",0.832252215826884
"987",0.226303572300822
"988",0.996990049956366
"989",0.808269855100662
"990",0.299955225083977
"991",0.0988459677901119
"992",0.115755304228514
"993",0.715258334763348
"994",0.837424783036113
"995",0.947796949418262
"996",0.192314052721485
"997",0.422826482681558
"998",0.653411995386705
"999",0.541164447087795
"1000",0.962797811022028
"1001",0.624067986151204
"1002",0.031965849455446
"1003",0.930185865378007
"1004",0.81856978056021
"1005",0.72457422199659
"1006",0.556630346225575
"1007",0.397352690109983
"1008",0.323653424857184
"1009",0.097073923330754
"1010",0.481732734944671
"1011",0.169470565859228
"1012",0.160470520146191
"1013",0.335447259480134
"1014",0.0758124894928187
"1015",0.649904410121962
"1016",0.537318447139114
"1017",0.586500833742321
"1018",0.816489080199972
"1019",0.697590780211613
"1020",0.626995611004531
"1021",0.90225144661963
"1022",0.393264862243086
"1023",0.276476935250685
"1024",0.860197820933536
"1025",0.0291691573802382
"1026",0.244117476278916
"1027",0.309523699106649
"1028",0.661478484515101
"1029",0.267127188388258
"1030",0.0236897973809391
"1031",0.333316178992391
"1032",0.247313698753715
"1033",0.294960998930037
"1034",0.183462803717703
"1035",0.505308931227773
"1036",0.0112086462322623
"1037",0.239838490262628
"1038",0.0999632589519024
"1039",0.559575028484687
"1040",0.787122914101928
"1041",0.448732919292524
"1042",0.414082121569663
"1043",0.472999765304849
"1044",0.0256208083592355
"1045",0.430423026438802
"1046",0.913418362382799
"1047",0.00384285300970078
"1048",0.554912353865802
"1049",0.431122502777725
"1050",0.876624646829441
"1051",0.336467215558514
"1052",0.66970296530053
"1053",0.395718097919598
"1054",0.169557340908796
"1055",0.845668188063428
"1056",0.0985986492596567
"1057",0.152686999645084
"1058",0.966663252795115
"1059",0.0938614059705287
"1060",0.584263226948678
"1061",0.815840559080243
"1062",0.294267660472542
"1063",0.576445691054687
"1064",0.0391550222411752
"1065",0.486396944383159
"1066",0.886619159253314
"1067",0.183598672039807
"1068",0.135866737924516
"1069",0.41691240738146
"1070",0.956392290536314
"1071",0.465792939998209
"1072",0.184137013740838
"1073",0.208111793734133
"1074",0.810050959000364
"1075",0.211632396094501
"1076",0.256424543447793
"1077",0.495851763756946
"1078",0.512747057015076
"1079",0.692110542440787
"1080",0.124129157280549
"1081",0.470576150575653
"1082",0.925992314470932
"1083",0.314379933755845
"1084",0.680211273720488
"1085",0.696099803550169
"1086",0.198135071666911
"1087",0.646036980208009
"1088",0.00335098174400628
"1089",0.529306314885616
"1090",0.710404037265107
"1091",0.202217875514179
"1092",0.450902763521299
"1093",0.0254862648434937
"1094",0.288387736538425
"1095",0.558759558480233
"1096",0.751691783545539
"1097",0.0808953864034265
"1098",0.272041065152735
"1099",0.247945848386735
"1100",0.924224027665332
"1101",0.139981411863118
"1102",0.0117733327206224
"1103",0.896573666948825
"1104",0.560289718210697
"1105",0.571949315723032
"1106",0.235842551104724
"1107",0.224255434237421
"1108",0.169076000340283
"1109",0.458147446857765
"1110",0.799319015815854
"1111",0.13894260651432
"1112",0.580906398594379
"1113",0.275910486700013
"1114",0.918029243592173
"1115",0.157387685263529
"1116",0.751704541267827
"1117",0.865536257624626
"1118",0.664125903276727
"1119",0.926580024883151
"1120",0.834502295590937
"1121",0.96751806139946
"1122",0.137274589389563
"1123",0.489795726491138
"1124",0.944930857047439
"1125",0.629918867489323
"1126",0.338008105987683
"1127",0.189233522862196
"1128",0.960636211559176
"1129",0.467477374710143
"1130",0.667971017770469
"1131",0.332420422462747
"1132",0.779880832880735
"1133",0.0139805802609771
"1134",0.0355324684642255
"1135",0.00265802955254912
"1136",0.584949509240687
"1137",0.0371960054617375
"1138",0.447553973877802
"1139",0.342302153352648
"1140",0.660445492481813
"1141",0.145315929781646
"1142",0.548415347933769
"1143",0.537501047132537
"1144",0.885927173541859
"1145",0.347342781256884
"1146",0.0019144422840327
"1147",0.878686590353027
"1148",0.14440177124925
"1149",0.176652596797794
"1150",0.129887217888609
"1151",0.771753354230896
"1152",0.769461611984298
"1153",0.71266975812614
"1154",0.734584157820791
"1155",0.564000349957496
"1156",0.875104469479993
"1157",0.0738767529837787
"1158",0.639710274757817
"1159",0.638670010957867
"1160",0.657736756140366
"1161",0.47213654499501
"1162",0.628030559746549
"1163",0.682346946327016
"1164",0.0617510094307363
"1165",0.325291948160157
"1166",0.434893702855334
"1167",0.0873744615819305
"1168",0.507522167870775
"1169",0.513690722407773
"1170",0.476625686278567
"1171",0.116706755477935
"1172",0.871816762024537
"1173",0.417709773639217
"1174",0.669013996142894
"1175",0.693821513094008
"1176",0.539283114718273
"1177",0.889138396363705
"1178",0.635029619326815
"1179",0.52318242425099
"1180",0.728781564859673
"1181",0.587579475948587
"1182",0.541063759708777
"1183",0.821294865570962
"1184",0.0605725452769548
"1185",0.633096110541373
"1186",0.759157648775727
"1187",0.995126439724118
"1188",0.125999524956569
"1189",0.308555482653901
"1190",0.297840449027717
"1191",0.42902374221012
"1192",0.216522774426267
"1193",0.383304683258757
"1194",0.11010352242738
"1195",0.887499563628808
"1196",0.71494179777801
"1197",0.787529116496444
"1198",0.172364598605782
"1199",0.892750752158463
"1200",0.221549610607326
"1201",0.129330921918154
"1202",0.184419327881187
"1203",0.0802388007286936
"1204",0.769252208061516
"1205",0.172438143752515
"1206",0.936507961014286
"1207",0.916498765582219
"1208",0.545196493156254
"1209",0.320794714381918
"1210",0.442367563024163
"1211",0.206625400576741
"1212",0.14321602974087
"1213",0.260114815551788
"1214",0.261509720468894
"1215",0.196305954363197
"1216",0.355814675800502
"1217",0.611562316073105
"1218",0.906117272563279
"1219",0.0278574652038515
"1220",0.453599996631965
"1221",0.685868397122249
"1222",0.121939252363518
"1223",0.65970051754266
"1224",0.77118933130987
"1225",0.0552629441954195
"1226",0.600106331519783
"1227",0.987401560181752
"1228",0.313523832941428
"1229",0.535115722799674
"1230",0.484496793476865
"1231",0.582664995454252
"1232",0.887172352988273
"1233",0.0214167744852602
"1234",0.4449534912128
"1235",0.0801356150768697
"1236",0.977104824502021
"1237",0.473609991371632
"1238",0.546849773731083
"1239",0.634925696300343
